Date,Open,High,Low,mean,Close,Volume
11/4/2014,327.161011,331.766998,325.076996,328.421997,330.492004,15655500
11/5/2014,330.683014,343.368988,330.683014,337.026001,339.485992,19817200
11/6/2014,339.458008,352.966003,338.424011,345.695007,349.290009,18797000
11/7/2014,349.817993,352.731995,341.776001,347.253998,342.415009,16834200
11/8/2014,342.153992,347.032013,342.153992,344.5930025,345.488007,8535470
11/9/2014,345.376007,363.626007,344.255005,353.940506,363.264008,24205600
11/10/2014,362.265015,374.81601,357.561005,366.1885075,366.924011,30450100
11/11/2014,365.856995,371.309998,363.734985,367.5224915,367.695007,15838900
11/12/2014,367.984985,429.717987,367.984985,398.851486,423.561005,45783200
11/13/2014,427.27301,457.092987,401.122986,429.1079865,420.734985,58945000
11/14/2014,418.416992,419.252014,384.789001,402.0205075,397.817993,29589200
11/15/2014,399.649994,405.528015,371.007996,388.2680055,376.132996,15727500
11/16/2014,374.730011,390.799011,374.60199,382.7005005,387.881989,11905600
11/17/2014,388.348999,410.199005,377.502014,393.8505095,387.40799,41518800
11/18/2014,387.785004,392.402008,371.117004,381.759506,375.197998,32222500
11/19/2014,373.895996,386.480988,373.895996,380.188492,380.554993,18931800
11/20/2014,380.307007,382.024994,356.781006,369.403,357.839996,25233200
11/21/2014,357.878998,357.878998,344.112,350.995499,350.847992,29850100
11/22/2014,351.604004,364.841003,350.877991,357.859497,352.920013,15273000
11/23/2014,353.174988,370.845001,353.174988,362.0099945,367.572998,15151600
11/24/2014,366.947998,387.209015,366.669006,376.9390105,376.901001,30930100
11/25/2014,376.885986,394.700989,374.783997,384.742493,375.347992,25442200
11/26/2014,376.019012,377.697998,365.81601,371.757004,368.369995,18601700
11/27/2014,370.502014,373.992004,368.282013,371.1370085,369.670013,8748030
11/28/2014,369.373993,382.838013,358.454987,370.6465,376.446991,22946500
11/29/2014,376.152008,387.601013,372.144989,379.873001,375.490997,15375600
11/30/2014,375.51001,382.527008,373.30899,377.917999,378.046997,9194440
12/1/2014,378.248993,383.661987,376.669006,380.1654965,379.244995,11763000
12/2/2014,379.25,384.037994,377.863007,380.9505005,381.315002,12364100
12/3/2014,381.721985,383.026001,374.346008,378.6860045,375.01001,13340100
12/4/2014,375.717987,378.654999,367.759003,373.207001,369.604004,14529600
12/5/2014,369.441986,379.191986,365.756012,372.473999,376.854004,15181800
12/6/2014,376.756989,378.447998,370.945007,374.6965025,374.785004,7009320
12/7/2014,374.835999,376.291992,373.274994,374.783493,375.095001,6491650
12/8/2014,374.964996,376.028992,361.885986,368.957489,361.908997,18898700
12/9/2014,361.894989,363.066986,344.950989,354.0089875,352.218994,32915500
12/10/2014,352.204987,352.384003,346.36499,349.3744965,346.36499,16427700
12/11/2014,344.339996,361.356995,338.763,350.0599975,350.506012,32431300
12/12/2014,350.833008,352.983002,349.290985,351.1369935,352.541992,16989800
12/13/2014,352.381012,352.381012,346.588013,349.4845125,347.376007,11675900
12/14/2014,346.72699,353.31601,345.417999,349.3670045,351.631989,12415200
12/15/2014,351.360992,351.815002,344.93399,348.374496,345.345001,17264200
12/16/2014,345.673004,345.859009,327.062012,336.4605105,327.062012,30864900
12/17/2014,326.855011,333.95401,315.152008,324.553009,319.776001,37567900
12/18/2014,319.785004,323.709015,304.231995,313.970505,311.395996,39173000
12/19/2014,311.178986,318.53299,306.769012,312.651001,317.842987,23823100
12/20/2014,317.618988,330.325012,316.044006,323.184509,329.955994,20856700
12/21/2014,329.542999,329.628998,318.903015,324.2660065,320.842987,15207600
12/22/2014,321.067993,334.117004,320.424988,327.270996,331.885986,22315100
12/23/2014,332.016998,336.286987,329.60199,332.9444885,334.571991,16574200
12/24/2014,334.38501,334.740997,321.356995,328.048996,322.533997,15092300
12/25/2014,322.286011,322.670013,316.958008,319.8140105,319.007996,9883640
12/26/2014,319.152008,331.424011,316.627014,324.0255125,327.924011,16410500
12/27/2014,327.583008,328.911011,312.630005,320.770508,315.863007,15185200
12/28/2014,316.160004,320.028015,311.078003,315.553009,317.239014,11676600
12/29/2014,317.700989,320.266998,312.307007,316.2870025,312.670013,12302500
12/30/2014,312.718994,314.80899,309.372986,312.090988,310.737,12528300
12/31/2014,310.914001,320.192993,310.210999,315.201996,320.192993,13942900
1/1/2015,320.434998,320.434998,314.002991,317.2189945,314.248993,8036550
1/2/2015,314.07901,315.838989,313.565002,314.7019955,315.032013,7860650
1/3/2015,314.846008,315.149994,281.082001,298.1159975,281.082001,33054400
1/4/2015,281.145996,287.230011,257.612,272.4210055,264.195007,55629100
1/5/2015,265.084015,278.341003,265.084015,271.712509,274.473999,43962800
1/6/2015,274.610992,287.553009,272.696014,280.1245115,286.188995,23245700
1/7/2015,286.076996,298.753998,283.07901,290.916504,294.337006,24866800
1/8/2015,294.13501,294.13501,282.174988,288.154999,283.348999,19982500
1/9/2015,282.382996,291.114014,280.53299,285.823502,290.40799,18718600
1/10/2015,287.303009,288.127014,273.966003,281.0465085,274.79599,15264300
1/11/2015,274.608002,279.638,265.039001,272.3385005,265.660004,18200800
1/12/2015,266.145996,272.203003,265.200012,268.7015075,267.79599,18880300
1/13/2015,267.394012,268.277008,219.906006,244.091507,225.860992,72843904
1/14/2015,223.893997,223.893997,171.509995,197.701996,178.102997,97638704
1/15/2015,176.897003,229.067001,176.897003,202.982002,209.843994,81773504
1/16/2015,209.070007,221.591003,199.770996,210.6809995,208.097,38421000
1/17/2015,207.834,211.731003,194.875,203.3030015,199.259995,23469700
1/18/2015,200.050003,218.695007,194.505997,206.600502,210.339005,30085100
1/19/2015,211.470993,216.727997,207.317993,212.022995,214.860992,18658300
1/20/2015,212.906998,215.240997,205.153,210.1969985,211.315002,24051100
1/21/2015,211.378006,227.787994,211.212006,219.5,226.897003,29924600
1/22/2015,227.322006,237.018997,226.434006,231.7265015,233.406006,33544600
1/23/2015,233.516998,234.845001,225.195999,230.0205,232.878998,24621700
1/24/2015,232.699997,248.210007,230.022003,239.116005,247.847,24782500
1/25/2015,247.352005,255.074005,243.889999,249.482002,253.718002,33582700
1/26/2015,254.078995,309.384003,254.078995,281.731499,273.472992,106794000
1/27/2015,273.166992,275.480011,250.653,263.0665055,263.475006,44399000
1/28/2015,263.351013,266.535004,227.046005,246.7905045,233.914993,44352200
1/29/2015,233.348007,238.705994,220.712006,229.709,233.513,32213400
1/30/2015,232.772003,242.850998,225.839005,234.3450015,226.425003,26605200
1/31/2015,226.440994,233.503998,216.309006,224.906502,217.464005,23348200
2/1/2015,216.867004,231.574005,212.014999,221.794502,226.972,29128500
2/2/2015,226.490997,242.175003,222.658997,232.417,238.229004,30612100
2/3/2015,237.453995,245.957001,224.483002,235.2200015,227.268005,40783700
2/4/2015,227.511002,230.057999,221.113007,225.585503,226.852997,26594300
2/5/2015,227.664993,239.404999,214.725006,227.0650025,217.110992,22516400
2/6/2015,216.923004,230.509995,216.231995,223.370995,222.266006,24435300
2/7/2015,222.632996,230.298996,222.606995,226.4529955,227.753998,21604200
2/8/2015,227.692993,229.438004,221.076996,225.2575,223.412003,17145200
2/9/2015,223.389008,223.977005,217.018997,220.498001,220.110001,27791300
2/10/2015,220.281998,221.807007,215.332001,218.569504,219.839005,21115100
2/11/2015,219.731995,223.406006,218.074005,220.7400055,219.184998,17201900
2/12/2015,219.207993,222.199005,217.613998,219.9065015,221.764008,15206200
2/13/2015,221.968994,240.259003,221.261993,230.760498,235.427002,42744400
2/14/2015,235.528,259.808014,235.528,247.668007,257.321014,49732500
2/15/2015,257.506989,265.610992,227.684006,246.647499,234.824997,56552400
2/16/2015,234.824997,239.520996,229.022003,234.2714995,233.843002,28153700
2/17/2015,233.421997,245.774994,232.313995,239.0444945,243.610001,27363100
2/18/2015,243.779999,244.251007,232.339996,238.2955015,236.326004,25200800
2/19/2015,236.410004,242.671997,235.591995,239.131996,240.283005,18270500
2/20/2015,240.251007,247.100998,239.298996,243.199997,243.779007,23876700
2/21/2015,243.751999,255.320007,243.184006,249.2520065,244.533997,12284200
2/22/2015,244.544006,246.391998,233.850998,240.121498,235.977005,19527000
2/23/2015,235.994995,240.108994,232.421005,236.2649995,238.891998,16400000
2/24/2015,238.998001,239.901001,236.401993,238.151497,238.735001,14200400
2/25/2015,238.889999,239.339996,235.529999,237.4349975,237.470001,11496200
2/26/2015,237.337006,237.710007,234.257004,235.9835055,236.425995,13619400
2/27/2015,236.436005,256.653015,236.436005,246.54451,253.828003,44013900
2/28/2015,253.520004,254.692001,249.479004,252.0855025,254.263,13949300
3/1/2015,254.283005,261.660004,245.932999,253.7965015,260.201996,25213700
3/2/2015,260.356995,276.300995,258.312988,267.3069915,275.670013,40465700
3/3/2015,275.04599,285.79599,268.161011,276.9785005,281.701996,50461300
3/4/2015,281.98999,284.225006,268.126007,276.1755065,273.09201,41383000
3/5/2015,272.739014,281.666992,264.769012,273.218002,276.178009,41302400
3/6/2015,275.600006,277.608002,270.015015,273.8115085,272.722992,28918900
3/7/2015,272.294006,277.854004,270.132996,273.9935,276.260986,17825900
3/8/2015,276.433014,277.858002,272.565002,275.211502,274.354004,22067900
3/9/2015,274.812012,292.700989,273.893005,283.296997,289.606995,59178200
3/10/2015,289.862,300.044006,289.743011,294.8935085,291.76001,67770800
3/11/2015,291.524994,297.390991,290.507996,293.9494935,296.378998,33963900
3/12/2015,296.127014,297.088013,292.412994,294.7505035,294.354004,32585200
3/13/2015,294.118011,294.497986,285.337006,289.917496,285.337006,31421500
3/14/2015,284.441986,286.34201,280.976013,283.6590115,281.88501,22612300
3/15/2015,281.424988,286.528992,280.996002,283.762497,286.393005,11970100
3/16/2015,285.684998,294.112,285.684998,289.898499,290.592987,21516100
3/17/2015,290.595001,292.36499,284.373993,288.3694915,285.505005,21497200
3/18/2015,285.066986,285.335999,249.869995,267.602997,256.299011,57008000
3/19/2015,255.880005,264.243988,248.636002,256.439995,260.928009,52732000
3/20/2015,260.955994,264.847992,259.161987,262.0049895,261.748993,18456700
3/21/2015,261.644012,262.196014,255.649994,258.923004,260.024994,17130100
3/22/2015,259.916992,269.747009,259.589996,264.6685025,267.959991,18438100
3/23/2015,267.894989,277.296997,261.744995,269.520996,266.73999,22811900
3/24/2015,266.576996,267.002991,244.154999,255.578995,245.595001,40073700
3/25/2015,247.472,249.190002,236.514999,242.8525005,246.197006,35866900
3/26/2015,246.276001,254.354004,244.904999,249.6295015,248.531998,25730000
3/27/2015,248.565994,256.811005,245.212997,251.012001,247.029007,17274900
3/28/2015,246.975006,254.205002,246.975006,250.590004,252.798004,16040900
3/29/2015,252.740005,253.139008,240.850006,246.994507,242.712997,21699400
3/30/2015,242.878998,249.242004,239.214005,244.2280045,247.526001,23009600
3/31/2015,247.453995,248.729996,242.738998,245.734497,244.223999,22672000
4/1/2015,244.223007,247.541,241.160004,244.350502,247.272003,22877200
4/2/2015,247.089005,254.460999,245.416,249.9384995,253.005005,26272600
4/3/2015,253.074005,256.042999,251.878998,253.9609985,254.322006,23146600
4/4/2015,254.291,255.257996,251.100006,253.179001,253.697006,12493500
4/5/2015,253.761002,260.674988,251.942001,256.3084945,260.597992,19649200
4/6/2015,260.721008,261.798004,254.574997,258.1865005,255.492004,20034200
4/7/2015,255.274002,255.804993,252.205002,254.0049975,253.179993,18467400
4/8/2015,253.063995,253.847,244.214996,249.030998,245.022003,30086400
4/9/2015,244.751007,246.117996,239.399994,242.758995,243.675995,21643500
4/10/2015,243.694,243.694,232.770996,238.232498,236.072006,28882000
4/11/2015,236.016006,239.537003,234.175003,236.856003,236.552002,16365200
4/12/2015,236.535004,237.727997,233.494995,235.611496,236.153,12387900
4/13/2015,235.949997,236.934998,221.996002,229.4655,224.587006,31181800
4/14/2015,224.759003,224.975998,216.322998,220.649498,219.158997,31719000
4/15/2015,219.072998,223.832993,218.649002,221.2409975,223.832993,22562000
4/16/2015,223.917007,229.671997,223.917007,226.794502,228.572998,24805400
4/17/2015,228.574997,228.906006,221.942001,225.4240035,222.882004,20429800
4/18/2015,222.852997,224.315994,220.876007,222.5960005,223.356003,12939000
4/19/2015,223.455994,226.352997,222.373001,224.362999,222.600006,15021500
4/20/2015,222.612,226.350998,221.977005,224.1640015,224.626007,18364700
4/21/2015,224.619995,235.268997,224.300995,229.784996,235.268997,24978000
4/22/2015,235.602005,237.908997,233.475998,235.6924975,234.175995,23847900
4/23/2015,234.052994,236.475006,233.199005,234.8370055,236.462006,17036000
4/24/2015,235.970001,236.304993,229.932999,233.118996,231.268005,21448700
4/25/2015,231.235001,232.561005,226.337006,229.4490055,226.389999,13957200
4/26/2015,226.410004,226.944,214.873993,220.9089965,219.429993,28943700
4/27/2015,219.429001,233.304993,218.022995,225.663994,229.285995,38574000
4/28/2015,228.968994,229.494995,223.069,226.2819975,225.854996,21469200
4/29/2015,225.591003,227.039993,223.429993,225.234993,225.807999,18936500
4/30/2015,225.692993,239.563004,224.992996,232.278,236.145004,33818600
5/1/2015,235.938995,238.966003,232.078995,235.522499,232.078995,18815300
5/2/2015,232.341003,235.727005,232.341003,234.034004,234.929993,12535500
5/3/2015,234.880005,243.240005,234.082993,238.661499,240.358002,18494100
5/4/2015,240.356003,242.638,237.809998,240.223999,239.018005,21223400
5/5/2015,238.852005,239.203995,232.054001,235.628998,236.121002,23929100
5/6/2015,236.248993,236.453995,229.231003,232.842499,229.781998,29587200
5/7/2015,229.662003,239.104996,228.572998,233.838997,237.334,29064400
5/8/2015,237.203995,246.274994,236.274002,241.274498,243.863007,27445500
5/9/2015,243.768997,247.804001,239.639008,243.7215045,241.832001,19790500
5/10/2015,241.729004,244.067993,238.848999,241.458496,240.296005,15019100
5/11/2015,240.298996,244.270004,239.376007,241.8230055,242.158005,20892300
5/12/2015,242.145004,242.880997,240.098999,241.489998,241.112,19282600
5/13/2015,241.397995,243.703995,235.044998,239.3744965,236.376999,27180100
5/14/2015,236.214005,237.798996,234.057007,235.9280015,236.929001,24413700
5/15/2015,236.955002,238.753006,236.794998,237.774002,237.604996,16329400
5/16/2015,237.643997,237.697006,235.294998,236.496002,236.153,11089700
5/17/2015,236.009995,238.024994,236.009995,237.0174945,236.802002,11134300
5/18/2015,236.886993,237.210007,232.460007,234.835007,233.128006,16780300
5/19/2015,233.037003,234.151001,231.817001,232.984001,231.947006,14241900
5/20/2015,231.889999,234.682999,231.841995,233.262497,234.018005,15499400
5/21/2015,234.016006,236.242004,233.835007,235.0385055,235.343994,15108900
5/22/2015,235.320999,240.968994,235.059998,238.014496,240.348007,27003000
5/23/2015,240.285995,241.024994,238.690994,239.857994,238.871994,14605000
5/24/2015,238.975998,241.977997,238.811005,240.394501,240.953003,11508000
5/25/2015,240.927002,241.020996,236.636993,238.8289945,237.110001,14423900
5/26/2015,237.104004,238.242004,235.692001,236.9670025,237.115997,16425000
5/27/2015,237.065002,238.636002,236.695007,237.6655045,237.283005,18837000
5/28/2015,237.257004,237.824005,236.651993,237.237999,237.408005,13829600
5/29/2015,237.376999,237.522003,235.731003,236.626503,237.095993,14805000
5/30/2015,237.091995,237.093002,232.046005,234.5695035,233.345001,14098600
5/31/2015,233.134995,233.251999,229.542007,231.397003,230.190002,14730800
6/1/2015,230.233002,231.712997,221.296005,226.504501,222.925995,26090500
6/2/2015,222.893997,226.416,222.419006,224.417503,225.802994,20459000
6/3/2015,225.735992,227.404007,223.929993,225.667,225.873993,17752400
6/4/2015,225.772003,226.580994,224.054001,225.3174975,224.324005,14728100
6/5/2015,224.154007,225.968002,223.179001,224.5735015,224.951996,18056500
6/6/2015,225.005005,225.718994,224.378998,225.048996,225.619003,11131500
6/7/2015,225.595993,226.194,222.651993,224.4229965,222.880997,13318400
6/8/2015,222.878998,229.464005,222.839005,226.151505,228.488998,23378400
6/9/2015,228.537994,230.953995,227.929001,229.441498,229.048004,28353100
6/10/2015,228.994995,229.781998,228.009995,228.8959965,228.802994,15904800
6/11/2015,228.854996,230.287003,228.766998,229.5270005,229.705002,14416000
6/12/2015,229.705002,231.057007,229.313004,230.1850055,229.981995,14017700
6/13/2015,229.919998,232.651993,229.210007,230.931,232.401993,13305300
6/14/2015,232.442001,234.858002,232.003998,233.431,233.542999,12165900
6/15/2015,233.421997,237.835999,233.421997,235.628998,236.822998,19912100
6/16/2015,236.764999,251.742004,236.121994,243.931999,250.895004,41612000
6/17/2015,250.822998,256.852997,246.475998,251.6644975,249.283997,43858400
6/18/2015,249.427994,252.108002,244.126999,248.1175005,249.007004,30980200
6/19/2015,249.042999,250.977005,243.787003,247.382004,244.606003,23965300
6/20/2015,244.529999,245.828003,240.626999,243.227501,245.212006,20608100
6/21/2015,245.100006,245.223999,241.882004,243.5530015,243.944,10600900
6/22/2015,243.968994,247.917007,243.779007,245.848007,246.990005,17692500
6/23/2015,246.927002,247.304001,243.132996,245.2184985,244.296005,15108700
6/24/2015,244.281998,244.341003,240.514999,242.428001,240.514999,17344900
6/25/2015,240.365005,243.332001,240.365005,241.848503,242.798996,16133100
6/26/2015,242.604004,243.748993,241.552994,242.6509935,243.593994,13983500
6/27/2015,243.548996,251.339005,243.117004,247.2280045,250.990005,20488600
6/28/2015,250.955002,251.171997,247.434006,249.3030015,249.011002,15137600
6/29/2015,248.720993,257.173004,248.580994,252.876999,257.063995,34742900
6/30/2015,257.036011,267.867004,255.945999,261.9065015,263.071991,44533800
7/1/2015,263.345001,265.171997,255.774002,260.4729995,258.621002,27029800
7/2/2015,258.552002,261.631012,254.115997,257.8735045,255.412003,21551900
7/3/2015,255.459,257.076996,253.505005,255.2910005,256.335999,19033800
7/4/2015,256.490997,261.457001,254.199997,257.828499,260.885986,15620400
7/5/2015,260.804993,274.506012,258.700989,266.6035005,271.912994,44156100
7/6/2015,271.108002,277.421997,267.600006,272.5110015,269.029999,49154800
7/7/2015,269.963013,271.341003,264.832001,268.086502,266.207001,28857600
7/8/2015,265.981995,272.971008,264.385986,268.678497,270.785004,36980200
7/9/2015,270.826996,272.334991,267.085999,269.710495,269.227997,40301200
7/10/2015,269.156006,294.591003,268.802002,281.6965025,284.894012,100390000
7/11/2015,284.880005,298.506012,283.529999,291.0180055,293.11499,41109900
7/12/2015,293.140015,314.394012,292.505005,303.4495085,310.867004,56405000
7/13/2015,310.826996,310.947998,281.010986,295.979492,292.053986,62053900
7/14/2015,292.033997,296.147003,286.638,291.3925015,287.463989,28727200
7/15/2015,288.045013,293.247986,285.367004,289.307495,285.82901,27486600
7/16/2015,286.041992,291.183014,275.23999,283.211502,278.088989,49482600
7/17/2015,278.091003,280.279999,272.042999,276.161499,279.471985,27591400
7/18/2015,279.330994,282.527008,274.075012,278.30101,274.901001,25187100
7/19/2015,274.766998,275.670013,272.513,274.0915065,273.614014,15332500
7/20/2015,273.498993,278.980988,272.959991,275.9704895,278.980988,22711400
7/21/2015,278.881989,280.546997,275.419006,277.9830015,275.833008,22930700
7/22/2015,275.657013,277.665985,274.381012,276.0234985,277.221985,19389800
7/23/2015,277.341003,278.110992,275.716003,276.9134975,276.049011,18531300
7/24/2015,276.005005,289.252991,275.253998,282.2534945,288.278015,37199400
7/25/2015,288.164001,290.733002,286.002014,288.367508,288.696991,20662200
7/26/2015,288.640015,293.052002,287.705994,290.378998,292.686005,16032300
7/27/2015,292.639008,297.773987,287.450012,292.6119995,293.623993,30592000
7/28/2015,293.632996,296.648987,293.423004,295.0359955,294.427002,25453600
7/29/2015,294.484009,294.536011,288.777008,291.6565095,289.589996,24672600
7/30/2015,289.102997,290.126007,286.567993,288.347,287.721985,21635800
7/31/2015,287.696014,288.959015,282.343994,285.6515045,284.649994,23629100
8/1/2015,284.686005,284.932007,278.112,281.5220035,281.601013,18995000
8/2/2015,280.449005,283.032013,277.528992,280.2805025,282.614014,17722200
8/3/2015,282.806,285.471008,280.233002,282.852005,281.22699,21474100
8/4/2015,281.225006,285.714996,281.225006,283.470001,285.217987,21908700
8/5/2015,284.846985,285.501007,281.488007,283.494507,281.881989,20128000
8/6/2015,281.906006,281.906006,278.403015,280.1545105,278.576996,18792100
8/7/2015,278.740997,280.391998,276.365997,278.3789975,279.584991,42484800
8/8/2015,279.742004,279.928009,260.709991,270.319,260.997009,58533000
8/9/2015,261.115997,267.002991,260.467987,263.735489,265.083008,23789600
8/10/2015,265.477997,267.032013,262.596008,264.8140105,264.470001,20979400
8/11/2015,264.34201,270.385986,264.093994,267.23999,270.385986,25433900
8/12/2015,270.597992,270.673004,265.468994,268.070999,266.376007,26815400
8/13/2015,266.183014,266.231995,262.841003,264.536499,264.079987,27685500
8/14/2015,264.131989,267.466003,261.477997,264.472,265.679993,27091200
8/15/2015,265.528992,266.666992,261.29599,263.981491,261.550995,19321100
8/16/2015,261.865997,262.440002,257.040985,259.7404935,258.506989,29717000
8/17/2015,258.48999,260.505005,257.117004,258.8110045,257.976013,21617900
8/18/2015,257.925995,257.993011,211.078995,234.536003,211.078995,42147200
8/19/2015,225.671005,237.408997,222.766006,230.0875015,226.684006,60869200
8/20/2015,226.899002,237.365005,226.899002,232.1320035,235.350006,32275000
8/21/2015,235.354996,236.432007,231.723999,234.078003,232.569,23173800
8/22/2015,232.662003,234.957001,222.703995,228.830498,230.389999,23205900
8/23/2015,230.376007,232.705002,225.580002,229.142502,228.169006,18406600
8/24/2015,228.112,228.139008,210.442993,219.2910005,210.494995,59220700
8/25/2015,210.067993,226.320999,199.567001,212.944,221.608994,61089200
8/26/2015,222.076004,231.182999,220.203995,225.693497,225.830994,31808000
8/27/2015,226.050003,228.643005,223.684006,226.1635055,224.768997,21905400
8/28/2015,224.701004,235.218994,220.925995,228.0724945,231.395996,31336600
8/29/2015,231.548996,233.222,227.330002,230.276001,229.779999,17142500
8/30/2015,229.895004,232.067993,226.246994,229.1574935,228.761002,19412600
8/31/2015,229.113998,231.955994,225.914993,228.9354935,230.056,20710700
9/1/2015,230.255997,231.216003,226.860001,229.038002,228.121002,20575200
9/2/2015,228.026993,230.576996,226.475006,228.526001,229.283997,18760400
9/3/2015,229.324005,229.604996,226.667007,228.1360015,227.182999,17482000
9/4/2015,227.214996,230.899994,227.050995,228.9754945,230.298004,20962400
9/5/2015,230.199005,236.143005,229.442993,232.792999,235.018997,20671400
9/6/2015,234.869995,242.912003,234.681,238.7965015,239.839996,25473700
9/7/2015,239.934006,242.106003,238.722,240.4140015,239.847,21192200
9/8/2015,239.845993,245.781006,239.677994,242.7295,243.606995,26879200
9/9/2015,243.414993,244.416,237.820999,241.1184995,238.167999,23635700
9/10/2015,238.335999,241.292999,235.791,238.5419995,238.477005,21215500
9/11/2015,238.328995,241.169006,238.328995,239.7490005,240.106995,19224700
9/12/2015,239.854996,240.123993,234.753998,237.4389955,235.229004,17962600
9/13/2015,235.242004,235.934998,229.332001,232.6334995,230.511993,18478800
9/14/2015,230.608994,232.440002,227.960999,230.2005005,230.643997,20997800
9/15/2015,230.492004,259.182007,229.822006,244.5020065,230.304001,19177800
9/16/2015,230.25,231.214996,227.401993,229.3084945,229.091003,20144200
9/17/2015,229.076004,230.285004,228.925995,229.6054995,229.809998,18935400
9/18/2015,233.520996,234.352997,232.184998,233.2689975,232.975006,20242200
9/19/2015,232.858002,233.205002,231.089005,232.1470035,231.492996,12712600
9/20/2015,231.399002,232.365005,230.910004,231.6375045,231.212006,14444700
9/21/2015,231.216995,231.216995,226.520996,228.8689955,227.085007,19678800
9/22/2015,226.968994,232.386002,225.117004,228.751503,230.617996,25009300
9/23/2015,230.936005,231.835007,229.591003,230.713005,230.283005,17254100
9/24/2015,230.358002,235.649002,230.294998,232.972,234.529007,25097800
9/25/2015,234.362,237.427002,233.684006,235.555504,235.143997,22363600
9/26/2015,235.076004,235.403,233.358002,234.380501,234.339996,13724100
9/27/2015,234.139008,234.526001,232.475998,233.5009995,232.757004,14179900
9/28/2015,232.835999,239.339005,232.466995,235.903,239.141998,24713000
9/29/2015,239.016006,239.802002,235.927994,237.864998,236.686996,22691300
9/30/2015,236.639999,237.733994,235.628998,236.681496,236.059998,19743500
10/1/2015,236.003998,238.445007,235.615997,237.030502,237.548996,20488800
10/2/2015,237.264008,238.541,236.602997,237.5719985,237.292999,19677900
10/3/2015,237.201996,239.315002,236.944,238.129501,238.729996,16482700
10/4/2015,238.531006,238.968002,237.940002,238.454002,238.259003,12999000
10/5/2015,238.147003,240.382996,237.035004,238.709,240.382996,23335900
